lfdn,duration,v_Assent,consent,age,gender,v_788,v_89,v_468,v_469,v_470,v_471,v_472,v_473,v_474,v_475,v_476,v_477,v_478,v_479,v_480,v_481,v_482,v_483,v_484,v_563,v_485,v_486,v_487,v_488,v_489,v_490,v_491,v_492,v_493,v_494,v_495,v_496,v_497,v_498,v_499,v_500,v_501,v_502,v_503,v_504,v_505,v_506,v_507,v_508,v_509,v_510,v_511,v_512,v_513,v_514,v_515,v_516,v_455,v_517,v_518,v_519,v_520,v_521,v_522,v_523,v_524,v_525,v_526,v_527,v_528,v_529,v_530,v_531,v_532,v_533,v_534,v_535,v_536,v_537,v_538,v_539,v_540,v_542,v_543,v_544,v_545,v_546,v_547,v_548,v_549,v_550,v_551,v_552,v_553,v_554,v_555,v_556,v_557,v_558,v_559,v_560,v_561,v_Serious
476,592,1,1,34,2,NA,8,1,1,1,1,1,2,6,4,4,3,6,1,1,4,1,1,5,1,5,1,1,1,2,1,3,1,1,4,5,1,1,1,5,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,4,0,1,1,3,2,3,1,2,5,1,1,1,1,1,1,1,2,1,1,1,1,2,2,4,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
477,98,1,1,33,1,NA,7,5,1,1,4,5,3,1,7,1,1,1,1,5,7,7,1,2,7,2,2,1,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,359,1,1,52,1,NA,4,1,6,1,1,1,3,1,3,5,6,4,1,2,1,1,1,6,1,5,1,6,1,1,6,6,1,1,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,1,5,0,1,1,1,1,1,1,1,4,1,1,6,1,1,1,1,3,1,6,6,1,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1
479,176,1,1,29,4,NA,1,5,3,4,6,5,5,6,5,6,6,5,5,7,7,6,6,4,1,6,4,5,5,5,4,7,6,6,5,6,3,5,6,5,6,4,6,4,5,6,4,5,5,7,3,5,6,6,6,5,4,0,4,4,5,5,3,4,3,5,5,7,6,6,6,5,5,6,5,6,6,6,4,3,4,7,6,6,7,5,6,4,6,5,5,7,6,3,5,6,5,6,5,5,3,3,1
480,467,1,1,33,1,NA,6,1,1,1,4,1,5,7,1,7,6,6,1,1,1,1,1,7,1,7,1,1,1,1,1,7,1,1,7,1,1,1,1,7,1,1,1,1,6,1,1,1,1,1,3,5,1,6,1,1,6,0,1,1,4,1,2,1,1,7,1,1,3,1,3,1,1,1,1,1,1,1,2,1,7,1,1,7,1,1,3,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
481,291,1,1,33,1,NA,7,5,1,1,3,5,5,1,6,1,1,1,3,5,6,6,1,1,1,1,2,1,1,6,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,3,1,5,5,1,1,1,2,5,1,0,1,5,1,6,6,6,6,1,1,1,1,1,1,6,1,4,6,1,1,5,2,6,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1
482,380,1,1,29,2,NA,3,1,1,1,1,1,5,5,1,4,4,5,1,1,1,1,1,7,1,4,1,1,1,1,1,4,1,1,6,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,6,1,1,5,1,1,3,0,1,1,3,1,1,1,1,5,1,1,4,1,3,1,1,1,1,3,1,1,1,1,6,3,3,5,4,1,1,1,1,1,4,1,1,1,1,1,1,1,3,4,1,3,1
483,403,1,1,59,2,NA,6,1,5,5,1,1,7,7,1,7,7,7,1,1,1,1,6,3,1,7,1,2,2,1,5,7,3,7,7,3,4,2,5,7,4,1,3,1,7,1,7,5,4,1,7,6,3,7,1,1,5,0,7,1,7,1,2,1,1,7,1,1,7,4,6,1,4,5,1,2,5,1,2,1,7,1,7,7,6,5,6,3,1,5,4,4,1,1,1,1,4,1,5,7,1,5,1
484,561,1,1,51,1,NA,8,4,4,3,5,1,4,7,2,7,7,5,1,1,4,3,3,5,1,7,1,3,2,3,3,5,2,4,6,4,1,2,3,7,1,1,2,1,6,5,2,3,2,1,6,2,2,6,1,2,5,0,2,3,5,2,3,4,5,6,1,1,5,2,6,3,5,7,1,5,3,1,6,3,7,4,6,6,5,1,5,2,3,3,4,2,4,1,1,1,1,1,4,5,1,5,1
485,408,1,1,49,2,NA,7,1,1,2,1,1,2,6,1,6,4,5,1,1,1,1,1,7,1,6,1,2,4,1,2,5,1,1,6,3,1,4,1,7,1,1,1,1,6,1,3,3,1,1,6,5,1,5,1,1,5,0,3,1,5,1,1,1,1,7,1,4,5,5,2,1,2,3,1,3,5,1,1,1,6,4,5,7,1,1,1,4,1,1,6,2,1,1,1,1,2,1,4,5,1,3,1
486,476,1,1,45,2,NA,6,1,1,1,1,1,6,6,4,5,4,6,1,1,1,1,1,1,1,6,1,1,1,1,1,4,1,1,5,1,1,1,1,6,1,1,1,1,6,1,5,1,1,1,6,3,1,5,1,1,1,0,1,1,6,1,1,1,1,6,1,1,5,1,3,1,1,1,1,5,1,1,1,1,6,1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1
487,374,1,1,32,1,NA,8,1,3,1,5,2,6,6,3,6,5,6,1,4,1,4,5,5,1,6,1,1,1,5,1,3,1,4,5,5,1,1,1,6,1,1,1,1,5,1,1,1,1,3,1,1,1,4,1,4,3,0,1,5,5,1,1,5,4,6,1,1,1,1,4,3,6,7,1,4,1,1,6,5,6,1,1,6,3,1,5,1,4,1,1,1,4,1,1,1,1,1,1,1,1,5,1
488,474,1,1,31,1,NA,6,2,3,3,2,5,5,5,3,5,3,5,4,5,2,3,3,2,1,4,2,2,5,2,4,5,3,2,5,5,4,2,2,3,2,2,2,2,4,2,2,3,2,5,6,3,2,5,4,6,2,0,5,5,5,2,2,2,2,4,2,2,5,2,3,2,2,4,5,5,2,5,5,5,5,2,5,5,5,2,2,3,5,4,2,4,5,2,2,1,2,2,5,4,1,5,1
489,482,1,1,54,1,NA,3,4,2,1,4,5,2,4,6,4,5,4,1,6,2,6,1,4,1,4,1,1,1,4,2,2,1,1,4,5,1,1,1,4,1,2,1,1,4,5,2,1,1,5,6,1,2,4,5,6,1,0,1,5,4,4,6,1,6,4,2,4,4,1,4,6,4,6,6,2,1,5,4,6,5,1,1,4,2,1,1,1,6,1,1,1,4,5,3,2,2,2,1,1,1,1,NA
490,816,1,1,28,1,NA,8,1,3,3,4,6,5,6,2,6,5,5,1,6,3,5,4,4,1,6,1,5,6,5,1,5,1,4,4,4,3,4,4,4,4,7,3,4,4,4,3,4,4,5,5,4,4,4,4,4,3,0,4,7,4,4,4,4,5,5,4,5,4,6,4,4,4,4,5,5,2,5,4,4,4,4,4,1,3,4,4,4,1,1,4,4,4,3,4,3,4,1,5,4,4,4,2
491,713,1,1,25,1,NA,8,1,1,1,1,1,5,7,1,7,7,7,1,1,1,1,1,7,1,7,1,1,1,1,1,1,1,1,7,7,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,2,1,1,1,0,1,1,3,1,1,1,1,7,1,1,2,1,1,1,2,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,203,1,1,26,2,NA,1,3,1,1,1,1,2,1,5,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,6,1,0,1,4,1,1,4,6,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,318,1,1,48,1,NA,7,1,5,4,1,1,6,4,1,6,6,5,1,1,1,1,3,5,1,5,1,5,4,1,4,6,4,4,5,1,1,4,4,6,1,1,4,1,4,1,4,4,4,1,6,3,1,5,1,1,4,0,4,1,2,1,1,1,1,6,1,1,4,5,4,1,2,1,1,4,4,1,4,1,5,4,6,5,4,1,5,4,1,4,5,4,1,1,1,1,1,1,5,4,1,5,1
494,951,1,1,54,2,NA,4,1,2,3,7,1,1,1,7,2,2,4,1,1,1,4,1,1,1,4,1,2,4,2,1,4,7,1,2,1,1,1,5,1,1,1,6,1,1,2,1,4,1,1,3,1,1,1,1,1,1,0,1,7,1,7,2,1,3,3,1,1,2,3,1,7,1,2,4,2,2,1,1,4,2,3,2,1,3,2,3,2,1,1,3,2,1,3,2,1,1,1,3,4,5,5,1
495,592,1,1,32,1,NA,7,1,4,1,1,1,7,7,1,7,7,7,1,1,1,1,1,1,1,7,1,1,1,1,1,7,1,1,7,7,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,5,1,7,1,1,7,0,7,1,7,1,1,1,1,7,1,1,7,1,7,1,7,1,1,7,1,1,1,1,7,1,7,7,4,7,4,1,1,1,7,7,1,1,1,1,1,1,1,7,1,6,1
496,495,1,1,28,1,NA,8,1,5,4,1,1,5,6,2,6,6,6,1,2,1,1,6,5,1,6,1,4,4,1,4,3,4,5,6,6,1,4,4,7,3,1,4,1,6,5,5,5,4,1,5,4,1,5,2,1,6,0,5,1,6,1,1,1,1,6,1,2,5,4,5,1,1,3,1,3,5,1,1,1,5,4,4,6,4,4,5,5,1,5,5,5,1,1,1,1,1,1,5,5,1,5,1
497,408,1,1,38,1,NA,7,1,4,2,3,2,6,6,2,6,6,6,1,2,3,3,6,5,1,6,1,4,4,3,4,5,3,6,6,6,2,4,5,6,5,2,4,2,6,1,4,5,5,2,6,5,3,6,2,2,5,0,5,2,6,2,2,2,2,6,2,3,5,4,6,2,4,6,2,4,4,2,5,2,6,5,6,6,5,6,6,4,2,4,5,5,2,2,2,2,3,2,4,6,2,5,1
498,355,1,1,26,1,NA,8,1,6,2,1,1,6,4,1,3,4,3,1,1,1,1,3,4,1,2,1,1,1,1,1,2,4,1,4,6,1,2,1,5,1,1,3,1,2,1,4,7,2,1,6,5,1,4,1,1,4,0,2,1,3,1,1,1,1,5,1,1,4,2,1,1,1,4,1,4,2,1,2,1,4,5,4,4,5,1,5,1,1,2,6,1,1,1,3,3,1,4,1,3,3,5,1
499,603,1,1,55,1,NA,6,1,4,2,2,1,2,6,4,5,5,5,1,1,2,1,4,4,1,5,1,2,1,2,3,2,3,1,6,6,1,4,1,6,1,1,2,1,5,1,1,5,1,1,6,1,1,5,1,3,5,0,3,2,4,2,2,4,4,6,1,1,1,4,2,2,5,2,1,2,1,1,3,2,6,4,6,6,6,2,4,4,2,4,4,1,2,1,1,1,1,1,4,5,1,5,1
500,860,1,1,57,1,NA,3,1,4,1,1,1,5,4,1,6,6,6,1,4,1,1,3,5,1,6,1,4,1,1,1,4,1,1,5,1,1,1,1,6,1,1,1,1,5,1,4,1,1,1,5,5,1,4,1,1,5,0,4,1,5,1,1,1,1,5,1,1,5,1,5,1,1,5,1,4,5,1,1,1,6,1,1,5,4,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,1,4,1
501,296,1,1,23,1,NA,7,1,1,1,4,3,4,6,2,6,5,4,1,1,2,3,1,6,1,5,1,3,1,5,1,4,2,1,5,7,1,1,1,5,1,1,1,1,4,1,2,1,1,1,6,1,1,4,1,1,4,0,1,1,5,1,1,3,1,5,1,1,2,1,4,2,1,1,1,1,1,1,1,2,5,1,1,5,1,1,1,1,2,1,5,1,2,1,1,1,1,1,1,4,1,1,1
502,259,1,1,30,2,NA,4,2,6,3,5,3,3,3,3,6,3,6,3,3,3,5,3,6,1,3,4,4,6,6,6,6,6,4,4,3,2,3,3,3,4,3,3,2,3,5,3,3,2,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,988,1,1,31,1,NA,2,1,4,1,1,1,5,4,1,5,4,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,5,1,1,1,1,5,1,1,1,1,4,1,1,1,1,1,5,1,1,5,1,1,4,0,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,5,5,4,1,1,1,1,1,4,1,1,1,1,1,1,1,3,4,1,1,1
504,455,1,1,42,1,NA,5,2,2,2,2,2,5,5,2,5,5,5,1,2,2,2,4,5,1,4,2,2,4,3,2,4,2,2,5,4,2,2,2,5,2,1,2,1,3,2,2,3,2,2,4,4,1,4,2,3,4,0,3,2,4,2,2,2,2,5,2,2,4,2,3,2,2,4,2,4,2,2,2,2,5,3,4,5,2,1,4,2,2,3,4,2,2,1,1,1,1,1,4,2,1,3,1
505,2800,1,1,25,1,NA,8,1,1,1,5,2,1,6,1,6,6,7,1,3,5,4,1,4,1,6,1,1,1,1,1,1,1,1,6,5,1,1,1,7,1,1,1,1,6,3,1,4,1,2,4,1,5,6,1,4,6,0,1,1,5,1,4,7,4,7,1,1,4,1,5,1,5,6,2,4,1,2,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,364,1,1,34,1,NA,8,1,1,2,5,1,2,4,4,4,4,5,1,1,3,5,3,5,1,4,1,1,1,5,2,2,1,2,4,4,1,1,1,4,1,1,1,2,5,5,1,1,3,1,5,2,1,4,3,4,3,0,2,2,4,4,5,6,6,4,2,5,4,1,2,5,3,6,2,1,1,1,4,5,5,1,1,4,5,2,4,1,5,1,4,2,5,2,1,1,3,2,1,4,2,3,1
507,154,1,1,30,2,NA,5,4,5,5,4,5,4,5,4,5,5,4,4,4,4,4,5,5,1,6,4,4,5,2,5,5,4,4,6,4,2,5,4,5,4,4,4,3,4,2,5,4,4,3,5,4,5,5,3,4,5,4,5,5,5,2,2,4,5,4,2,4,5,5,4,5,4,4,5,5,4,5,4,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,298,1,1,20,2,NA,3,2,2,2,4,5,2,2,4,3,2,3,5,6,3,4,1,6,1,3,2,1,2,3,2,4,2,1,2,4,2,2,1,4,2,1,2,4,2,4,2,2,1,6,2,2,2,2,2,4,3,0,1,3,3,5,3,3,3,2,2,5,2,2,2,4,1,2,6,2,2,6,2,2,3,2,2,2,2,1,1,1,3,1,3,1,3,4,2,1,1,3,1,1,4,2,1
509,760,1,1,43,1,NA,7,1,4,1,1,5,6,7,1,7,7,7,1,6,1,1,4,6,1,7,1,2,4,1,2,5,4,3,6,1,3,4,2,7,2,2,4,1,5,2,5,5,2,5,4,2,5,6,2,1,5,0,3,1,4,1,2,2,1,6,2,2,2,4,6,1,4,5,3,1,4,4,4,1,6,2,5,6,2,2,3,4,1,3,3,2,1,1,1,1,1,1,4,4,1,2,1
510,603,1,1,49,2,NA,6,1,4,6,1,1,4,6,1,7,7,6,1,2,1,1,6,6,1,7,1,4,3,1,4,6,4,2,6,4,2,4,4,7,4,4,4,2,6,2,6,6,2,1,7,6,4,6,1,1,6,0,4,1,7,1,1,1,1,6,4,3,6,4,6,1,3,4,1,5,5,1,6,1,6,6,6,5,5,4,4,4,1,5,5,6,1,1,2,1,3,2,6,5,4,6,1
511,331,1,1,30,1,NA,7,1,3,3,1,1,6,7,2,6,6,6,1,1,2,1,3,4,1,6,1,4,1,2,2,4,3,1,5,5,1,2,3,7,1,1,2,1,7,5,2,1,3,1,4,1,3,6,1,1,4,0,2,1,4,1,1,1,1,7,1,1,4,2,4,1,1,6,1,4,2,1,4,1,7,2,4,5,3,1,4,2,1,2,4,2,1,1,1,1,1,1,2,4,1,3,1
512,396,1,1,22,1,NA,5,1,2,1,1,4,3,2,4,3,3,2,1,3,3,1,1,5,1,4,1,1,3,1,3,3,2,1,3,2,1,1,1,3,1,1,1,1,2,1,1,1,1,4,2,1,2,1,1,4,2,0,1,5,1,3,2,4,3,1,1,1,2,1,1,4,1,1,4,2,3,3,1,4,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,3,1,1,1,1,1
513,667,1,1,52,1,NA,8,1,2,3,1,1,5,7,1,6,7,7,1,1,1,1,4,5,1,7,1,3,2,1,2,5,2,3,7,4,1,2,2,7,1,1,2,1,6,1,1,3,2,1,7,2,1,7,1,1,4,0,2,1,7,1,1,1,1,7,1,1,5,2,5,1,1,2,1,4,2,1,2,1,7,2,5,6,4,1,3,2,1,2,4,2,1,1,1,1,1,1,2,2,1,3,1
514,769,1,1,52,2,NA,7,1,3,2,4,1,6,6,1,6,6,7,1,1,1,2,2,5,1,7,1,1,4,1,1,6,1,4,7,6,1,1,6,7,1,1,3,1,3,4,2,6,4,1,4,1,1,6,1,4,5,0,5,4,3,1,1,4,4,6,1,1,4,3,4,4,1,4,1,1,1,1,1,4,6,2,6,6,4,1,1,4,4,1,5,4,4,1,1,1,1,1,1,4,1,4,NA
515,215,1,1,30,2,NA,4,3,5,4,4,4,4,3,5,3,5,4,3,3,5,5,2,4,1,4,4,3,5,4,4,4,5,3,4,3,4,4,4,6,3,5,4,3,3,3,4,4,4,6,5,3,4,3,3,2,3,0,5,4,4,5,5,5,5,4,5,4,5,3,3,3,4,4,4,4,3,3,4,5,5,6,4,3,4,5,4,4,4,3,5,5,3,3,5,5,4,4,4,5,4,5,1
516,408,1,1,23,1,NA,8,1,1,1,7,1,1,7,7,7,7,7,1,1,7,7,1,1,1,7,1,1,1,7,1,1,1,7,7,7,1,1,1,7,1,1,1,1,7,7,1,1,1,1,1,1,1,7,1,1,1,0,1,7,7,7,7,7,7,7,1,1,1,1,1,7,7,1,1,1,1,1,1,7,7,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517,462,1,1,66,2,NA,6,1,5,4,2,2,6,6,2,6,6,6,2,5,2,2,5,6,1,6,1,5,4,2,3,6,3,3,5,2,2,3,3,6,2,1,4,2,6,2,3,3,3,2,5,4,2,5,1,2,5,0,3,2,5,2,2,2,2,5,1,1,5,2,5,2,2,2,2,3,4,1,3,2,6,4,6,5,5,1,5,2,2,4,4,2,2,1,1,1,1,1,3,4,2,3,1
520,447,1,1,18,2,NA,4,1,4,3,5,2,5,3,7,5,5,6,1,2,2,4,3,5,1,5,1,2,6,6,2,5,3,2,5,6,3,5,4,5,5,2,2,1,5,6,3,7,2,1,5,3,1,5,1,7,5,0,2,6,5,5,6,6,7,6,2,1,3,3,5,7,2,5,1,1,3,1,3,7,6,3,6,5,5,4,2,2,7,2,3,3,6,1,1,1,1,1,2,3,1,3,1
521,497,1,1,61,1,NA,8,4,3,4,1,5,7,5,3,5,5,6,1,5,1,1,5,6,1,5,1,3,4,2,4,5,4,6,5,4,1,3,5,6,3,1,4,1,5,1,4,5,3,4,6,3,5,5,1,5,5,0,4,2,4,1,2,2,2,5,1,3,5,4,5,2,4,7,5,4,4,3,4,2,6,4,4,5,5,3,5,4,4,2,5,5,3,1,1,1,1,2,4,4,1,4,1
522,289,1,1,35,1,NA,7,3,1,1,3,1,3,3,5,3,3,3,1,2,4,4,1,3,1,3,1,1,2,3,1,2,1,3,2,5,2,1,2,3,1,1,1,1,2,2,2,1,2,1,5,2,1,3,2,5,2,0,1,3,1,3,3,4,5,3,1,1,3,1,1,1,1,5,1,1,1,1,3,4,3,1,1,2,1,1,3,1,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1
523,348,1,1,35,1,NA,6,1,1,1,1,1,5,5,1,5,5,5,1,1,1,1,1,5,1,4,1,1,1,1,1,4,2,1,4,1,1,1,1,5,1,1,1,1,5,1,1,4,1,1,5,1,1,5,1,1,1,0,1,1,4,1,1,1,1,5,1,1,5,4,4,1,1,3,1,1,1,1,1,1,5,1,4,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
524,474,1,1,34,1,NA,7,1,4,2,1,1,7,7,2,4,5,4,1,4,1,1,3,3,1,4,1,3,4,3,2,3,1,1,4,4,1,1,1,6,1,1,1,1,2,2,3,3,2,1,5,3,1,4,1,3,4,0,4,4,2,2,2,3,2,5,1,1,6,2,3,2,2,5,5,5,3,1,1,3,5,1,5,4,2,2,4,1,3,1,2,3,2,1,1,1,2,1,3,3,1,3,1
525,414,1,1,25,1,NA,8,3,3,2,6,6,4,5,5,5,3,5,4,6,3,5,4,6,1,5,2,4,4,5,4,4,2,5,4,6,2,2,2,4,2,1,6,2,4,2,3,1,2,6,3,2,2,6,4,6,2,0,1,5,2,5,4,5,6,4,2,1,2,1,2,5,3,5,6,2,1,5,1,6,5,2,2,4,2,2,2,1,5,1,4,1,5,1,2,1,2,2,1,1,1,1,1
526,554,1,1,39,4,NA,8,4,2,3,1,1,1,4,1,5,4,7,1,4,1,1,4,5,1,6,1,3,1,1,7,5,1,3,4,4,1,2,2,3,1,1,1,1,4,1,4,2,3,1,4,6,4,4,1,1,6,0,2,1,4,1,1,1,1,4,1,2,7,2,1,1,5,1,1,7,4,1,5,1,4,6,3,4,4,4,5,2,1,6,6,2,1,1,1,1,5,1,6,4,1,6,1
527,785,1,1,34,1,NA,7,2,4,3,5,1,6,6,2,7,7,6,2,1,3,4,4,5,1,7,1,3,3,3,3,4,3,3,7,4,2,2,3,7,2,3,2,2,5,1,4,3,4,1,6,5,2,6,2,1,5,0,3,1,5,1,1,2,2,7,1,1,6,2,6,2,5,4,1,3,3,1,3,2,7,4,2,7,4,4,5,3,1,4,5,4,4,2,1,1,2,2,3,5,2,5,1
528,441,1,1,28,1,NA,8,1,6,6,2,3,7,7,1,7,7,7,1,5,1,3,7,7,1,7,1,6,6,2,7,7,5,6,7,5,2,5,5,7,1,1,6,1,7,1,6,6,5,1,7,6,1,7,1,1,7,0,6,1,7,1,1,1,7,7,1,1,6,5,7,1,6,6,1,6,6,1,7,1,7,5,6,7,7,6,7,6,1,6,5,7,1,1,1,2,2,2,6,5,2,7,1
529,479,1,1,32,4,NA,6,1,3,2,1,3,6,4,7,4,5,6,1,5,2,7,6,6,1,4,1,2,3,6,2,2,1,3,4,5,5,1,3,4,2,6,1,4,4,3,6,2,2,2,6,1,5,3,5,7,2,0,2,6,2,5,5,5,6,4,1,1,2,1,3,6,1,7,4,2,2,4,4,6,5,3,1,3,2,3,6,2,6,3,5,4,4,2,2,2,5,4,3,2,4,3,1
530,989,1,1,36,1,NA,8,1,4,2,1,1,7,7,1,7,6,7,1,1,1,1,4,5,1,7,1,2,2,1,2,4,4,4,6,2,1,3,2,7,1,1,3,2,5,1,4,4,2,1,4,2,2,5,1,1,4,0,4,1,5,1,1,1,1,6,1,2,5,1,5,1,5,4,1,4,4,1,4,1,7,1,4,6,3,1,2,3,1,3,4,2,1,1,1,1,2,1,2,1,1,3,1
531,1593,1,1,36,1,NA,7,1,4,3,1,1,5,7,3,7,7,7,1,2,1,1,5,7,1,7,1,5,4,1,4,4,1,3,7,1,1,3,1,7,2,1,4,1,7,1,1,3,4,1,4,1,1,7,1,3,5,0,5,1,6,1,1,1,1,7,1,1,6,4,5,1,5,1,1,6,4,1,6,1,7,4,4,7,5,5,5,4,1,5,5,4,1,1,1,1,1,1,4,5,1,4,1
532,461,1,1,22,1,NA,8,1,3,5,3,4,6,5,2,6,4,6,1,4,2,2,4,6,1,6,1,5,5,2,5,5,3,4,4,5,3,3,3,6,3,3,3,3,5,3,5,4,5,2,5,3,4,5,3,2,5,0,5,2,6,1,2,2,2,6,2,1,4,4,5,2,4,3,2,3,3,2,2,1,6,4,5,5,5,2,4,3,2,3,5,4,2,2,2,1,4,3,3,4,3,5,1
533,325,1,1,33,1,NA,6,2,2,1,3,1,4,7,3,7,7,6,1,2,2,2,2,6,1,7,1,1,4,2,2,4,1,1,7,4,1,1,1,7,1,2,1,1,7,1,2,2,3,1,3,2,2,6,1,2,5,0,5,1,6,2,1,2,2,6,1,3,2,1,6,1,4,5,2,3,1,1,2,1,7,4,5,7,4,5,2,1,1,1,2,3,1,1,1,1,1,1,1,5,2,3,1
534,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,483,1,1,18,1,NA,4,2,2,2,4,2,6,6,2,6,6,6,2,2,2,4,4,6,1,6,1,2,4,4,2,4,2,1,6,6,2,2,2,6,2,2,2,2,6,4,4,2,2,2,2,2,2,6,2,4,6,0,2,2,3,4,4,4,2,6,2,2,4,2,2,2,2,2,2,2,2,2,2,2,6,4,2,6,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,4,2,4,1
536,1292,1,1,33,2,NA,8,6,7,7,1,5,5,5,1,5,5,7,7,7,1,1,6,7,1,5,1,7,5,1,7,7,1,7,5,1,4,5,6,7,7,1,6,5,4,1,7,6,7,7,7,7,1,5,4,1,7,0,6,1,4,1,1,1,1,5,1,7,7,6,5,1,3,5,1,7,7,1,1,1,5,7,7,5,5,1,7,5,1,6,5,3,1,3,1,4,3,2,7,5,1,7,1
537,488,1,1,35,2,NA,8,1,5,4,1,1,7,4,1,6,6,7,1,1,1,1,5,6,1,7,1,5,1,1,5,6,5,5,6,2,1,5,5,7,4,1,5,1,6,2,6,6,6,1,7,4,1,7,1,1,5,0,5,1,7,1,1,1,1,7,1,3,6,5,5,1,3,5,1,6,5,1,4,1,7,6,7,6,7,6,7,5,1,5,5,5,1,1,1,1,3,2,5,6,2,7,1
538,380,1,1,38,1,NA,5,1,1,1,2,1,2,5,5,5,6,5,1,1,2,2,1,5,1,5,1,2,1,3,1,2,1,1,6,1,1,1,1,5,1,1,1,1,4,2,2,1,1,1,5,2,1,1,1,4,2,0,1,1,2,3,2,3,2,5,1,2,3,1,6,3,1,6,1,2,1,1,2,4,4,1,1,5,3,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1
539,376,1,1,46,1,NA,8,1,1,1,1,1,7,7,1,7,7,7,1,1,1,1,1,7,1,7,1,1,1,1,1,7,1,1,7,1,1,1,1,7,1,1,1,1,6,1,3,1,1,1,1,1,1,7,1,1,6,0,1,1,5,1,1,1,1,5,1,1,4,1,3,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
540,462,1,1,42,1,NA,3,5,3,4,3,4,5,3,2,3,3,4,1,3,4,4,3,5,1,3,1,5,3,4,5,4,3,2,3,1,1,4,3,3,1,1,3,1,3,2,3,3,2,3,5,5,2,3,4,2,4,0,3,4,3,3,3,3,3,3,1,4,5,4,3,3,2,5,5,5,5,3,5,3,3,4,2,3,4,1,2,3,3,5,5,1,3,1,1,2,1,1,5,4,1,4,1
